Coin ID,Symbol,Name,Market Cap (USD),FDV (USD),24H Volume (USD)
beam-2,beam,Beam,262002121,298620999.0,18289840.0
basic-attention-token,bat,Basic Attention,260985981,261736982.0,34528246.0
dydx-chain,dydx,dYdX,259945924,315186828.0,11596542.0
ronin,ron,Ronin,257676750,371762946.0,5421560.0
based-brett,brett,Brett,257675998,257675998.0,75862744.0
arweave,ar,Arweave,256972019,256972019.0,39331198.0
terra-luna,lunc,Terra Luna Classic,252590536,297712313.0,38402164.0
zksync,zk,ZKsync,251291803,729714591.0,20730760.0
coredaoorg,core,Core,248466641,514093719.0,15231518.0
undeads-games,uds,Undeads Games,247744518,606361762.0,991615.0
kaito,kaito,KAITO,247479113,1025229927.0,20866686.0
berachain-bera,bera,Berachain,247183825,979006241.0,51493709.0
compound-wrapped-btc,cwbtc,cWBTC,246093994,246093994.0,0.0
linea,linea,Linea,243067679,1130547346.0,118506549.0
resolv-wstusr,wstusr,Resolv wstUSR,242623495,242623495.0,503426.0
superfarm,super,SuperVerse,241704956,384626610.0,9569811.0
astherus-usdf,usdf,Aster USDF,241574159,241574159.0,1910276.0
1inch,1inch,1INCH,239736309,257095647.0,17604227.0
blockchain-capital,bcap,Blockchain Capital,239368694,239368694.0,0.0
aioz-network,aioz,AIOZ Network,236391218,237312929.0,12184377.0
fidelity-digital-interest-token,fdit,Fidelity Digital Interest Token,229953588,229953588.0,0.0
slash-vision-labs,svl,Slash Vision Labs,226671296,458882198.0,1023787.0
livepeer,lpt,Livepeer,226069013,226069013.0,15469914.0
atomone,atone,AtomOne,225678729,247602641.0,279549.0
creditcoin-2,ctc,Creditcoin,224723565,271615186.0,15197705.0
openeden-open-dollar,usdo,OpenEden OpenDollar,223565013,223565013.0,20083.0
usda-2,usda,USDa,221503816,221503816.0,144.2
mx-token,mx,MX,220915129,982532136.0,21466406.0
plume,plume,Plume,219574402,723575845.0,28592635.0
cognify,sn115,Cognify,217496664,217496664.0,0.0
usx,usx,USX,212757301,212757301.0,5412614.0
zencash,zen,Horizen,212396547,255005732.0,104328663.0
concordium,ccd,Concordium,210309351,254112553.0,976816.0
axelar,axl,Axelar,209390862,241678938.0,13241853.0
movement,move,Movement,209137639,746920139.0,16041499.0
venom,venom,Venom,208851856,724446687.0,163451.0
qtum,qtum,Qtum,208388834,212253324.0,17854712.0
origin-ether,oeth,Origin Ether,207801917,207801917.0,582362.0
sosovalue,soso,SoSoValue,206183137,750393806.0,12890054.0
sui-bridged-usdt-sui,sbusdt,Sui Bridged USDT (Sui),206107177,206107177.0,47373747.0
standx-dusd,dusd,StandX DUSD,205699691,205699691.0,8729992.0
binance-peg-sol,sol,Binance-Peg SOL,205469216,205469216.0,6286695.0
universal-btc,unibtc,Universal BTC,204025118,204025118.0,300220.0
deep,deep,DeepBook,203492410,813969638.0,20290427.0
snek,snek,Snek,202836237,204468576.0,9046156.0
keeta,kta,Keeta,202464603,469641673.0,17651433.0
mocaverse,moca,Moca Network,201800147,453826540.0,12925085.0
midas-msyrupusdp,msyrupusdp,Midas msyrupUSDp,201589026,201589026.0,0.0
amp-token,amp,Amp,200005397,236662237.0,6887390.0
compounding-open-dollar,cusdo,Compounding OpenDollar,199879929,199879929.0,65589.0
zano,zano,Zano,198966919,198969443.0,2173852.0
soon-2,soon,SOON,198636226,715530066.0,172685579.0
meta-2-2,meta,MetaDAO,196257690,196257690.0,6648660.0
reallink,real,RealLink,193361218,193361218.0,26317793.0
legacy-token,lgct,Legacy Token,192538738,544514797.0,5270159.0
polygon-bridged-weeth-katana,weeth,Polygon Bridged weETH (Katana),190138075,190138075.0,34233.0
tradable-na-rent-financing-platform-sstn,pc0000031,Tradable NA Rent Financing Platform SSTN,189500000,189500000.0,0.0
safepal,sfp,SafePal,189126208,189126208.0,4060190.0
kinesis-gold,kau,Kinesis Gold,189112766,189112766.0,851089.0
convex-finance,cvx,Convex Finance,189078099,230446433.0,10336019.0
theta-fuel,tfuel,Theta Fuel,187223803,187231038.0,1806176.0
akash-network,akt,Akash Network,187070876,187285946.0,12405313.0
eos,eos,EOS,186625133,595546655.0,397054.0
drift-protocol,drift,Drift Protocol,185791294,486564537.0,24479080.0
layerzero,zro,LayerZero,184942179,1663854524.0,62134274.0
kamino,kmno,Kamino,184735583,603519668.0,27733340.0
kinesis-silver,kag,Kinesis Silver,184121351,184121351.0,1753085.0
arkham,arkm,Arkham,181202919,352326567.0,46739299.0
cronos-bridged-usdc-cronos,usdc,Cronos Bridged USDC (Cronos),180810730,180810730.0,2888838.0
rekt-4,rekt,Rekt,180278379,180278379.0,2095474.0
prometeus,prom,Prom,180094090,189962259.0,7257911.0
sky-coin,xso,Sky Coin,178867289,178867289.0,1.35
golem,glm,Golem,178580737,178580737.0,15380393.0
nxm,nxm,Nexus Mutual,174981186,174981186.0,0.0
mog-coin,mog,Mog Coin,174190984,174190984.0,13601894.0
baby-doge-coin,babydoge,Baby Doge Coin,172509957,421941509.0,11816184.0
safe,safe,Safe,171066801,264335908.0,4935402.0
sahara-ai,sahara,Sahara AI,170704272,744519108.0,17157094.0
ecoreal-estate,ecoreal,Ecoreal Estate,170469265,300851060.0,699996.0
stargate-bridged-weth,weth,Stargate Bridged WETH,170427429,170427429.0,14131654.0
mashida,mshd,Mashida,169585222,169585222.0,34374.0
0x,zrx,0x Protocol,169434092,199710960.0,23675637.0
dog-go-to-the-moon-rune,dog,Dog (Bitcoin),169012263,169012263.0,7939960.0
conscious-token,conscious,Conscious Token,167982211,358667139.0,730233.0
btse-token,btse,BTSE Token,167545097,206767302.0,1533235.0
tokenize-xchange,tkx,Tokenize Xchange,167479349,209359660.0,9309.59
midas-mf-one,mf-one,Midas mF-ONE,166712980,166712980.0,0.0
cat-in-a-dogs-world,mew,cat in a dogs world,166004443,166004443.0,34408251.0
turbo,turbo,Turbo,165904719,165904719.0,33935115.0
super-oeth,superoeth,Super OETH,165875160,165875160.0,305734.0
ultima,ultima,Ultima,165657958,420668051.0,14644837.0
phantom-staked-sol,psol,Phantom Staked SOL,165413801,165413801.0,849056.0
gas,gas,Gas,164877789,164877789.0,5267142.0
qubic-network,qubic,Qubic,164800988,207600016.0,4127963.0
succinct,prove,Succinct,164689926,844563722.0,70701134.0
avantis,avnt,Avantis,164584663,637416347.0,424538740.0
gmt-token,gomining,GoMining Token,164454440,164454440.0,10946864.0
bnb48-club-token,koge,KOGE,162504019,162504019.0,175793512.0
yearn-finance,yfi,yearn.finance,162272043,175626295.0,13271599.0
yieldfi-ytoken,yusd,YieldFi yToken,159838714,159838714.0,112067.0
nervos-network,ckb,Nervos Network,158217900,160720976.0,6223246.0
infrared-bera,ibera,Infrared Bera,157781024,157781024.0,286483.0
build-on,b,BUILDon,156149263,156149263.0,10402239.0
ether-fi-staked-btc,ebtc,Ether.fi Staked BTC,155374959,155374959.0,22666.0
bio-protocol,bio,Bio Protocol,154797320,290395974.0,101548618.0
mag7-ssi,mag7.ssi,MAG7.ssi,154576450,154576450.0,2165870.0
stargate-finance,stg,Stargate Finance,154357236,158891240.0,7290650.0
kava,kava,Kava,154242815,154242815.0,7763549.0
zilliqa,zil,Zilliqa,154200752,159570162.0,10766432.0
infinifi-usd,iusd,InfiniFi USD,154119720,154119720.0,328528.0
velo,velo,Velo,153784322,210135485.0,25192775.0
ravencoin,rvn,Ravencoin,152728971,152738567.0,7192873.0
aleo,aleo,ALEO,151479128,473229520.0,7439143.0
crypto-com-staked-eth,cdceth,Crypto.com Staked ETH,149674620,149674620.0,92737.0
apex-token-2,apex,APEX,149383903,564107900.0,20581355.0
aia,aia,DeAgentAI,148232840,1489777290.0,76967170.0
tdccp,tdccp,TDCCP,148227001,148227001.0,343825.0
agentfun-ai,agentfun,AgentFun.AI,147356843,147356843.0,4429.5
coinex-token,cet,CoinEx,147125306,147125306.0,143733.0
susdai,susdai,Staked USDai,146339459,146339459.0,3048191.0
wrapped-aave-ethereum-weth,waethweth,Wrapped Aave Ethereum WETH,145812261,145812261.0,119850.0
popcat,popcat,Popcat,144775007,144775007.0,32236567.0
metal-blockchain,metal,Metal Blockchain,144722644,190059477.0,1540829.0
astar,astr,Astar,144536033,150534484.0,9749483.0
lombard-protocol,bard,Lombard,143702097,638675986.0,28380461.0
spiko-us-t-bills-money-market-fund,ustbl,Spiko US T-Bills Money Market Fund,143643784,143643784.0,0.0
railgun,rail,Railgun,143298616,143298616.0,2545764.0
stasis-eurs,eurs,STASIS EURO,142486411,142486411.0,27863.0
stp-network,awe,AWE Network,141528929,141528929.0,10117183.0
shuffle-2,shfl,Shuffle,141265658,393009634.0,340599.0
sui-bridged-wbtc-sui,wbtc,Sui Bridged WBTC (Sui),140911416,140911416.0,12834568.0
celo,celo,Celo,139916554,239541865.0,23337854.0
proton,xpr,XPR Network,139764021,154314121.0,3298170.0
vvs-finance,vvs,VVS Finance,138918007,282042837.0,1138531.0
unit-plasma,uxpl,Unit Plasma,138898076,3857596280.0,12100685.0
bridged-usd-coin-starkgate,usdc,StarkGate Bridged USDC (Starknet),138835353,138835353.0,21155525.0
zignaly,zig,ZIGChain,138365561,191887492.0,3279847.0
uchain-2,ucn,UCHAIN,137713588,137713588.0,11035182.0
euler,eul,Euler,137692485,200308456.0,24356419.0
restaking-vault-eth,rsteth,Restaking Vault ETH,137554981,137554981.0,242434.0
agora-dollar,ausd,AUSD,137267149,137267149.0,30983407.0
bitmart-token,bmx,BitMart,136350854,256868845.0,6106245.0
elixir-deusd,deusd,Elixir deUSD,135691101,135691101.0,607680.0
peanut-the-squirrel,pnut,Peanut the Squirrel,135142499,135142499.0,33172730.0
threshold-network-token,t,Threshold Network,134738216,139372888.0,6938678.0
grass,grass,Grass,134251358,428425102.0,39854253.0
avalanche-bridged-weth-avalanche,weth,Avalanche Bridged WETH (Avalanche),133805355,133805355.0,31235373.0
mina-protocol,mina,Mina Protocol,131908337,131908337.0,12322206.0
blur,blur,Blur,131802467,154055322.0,14740575.0
compound-ether,ceth,cETH,131503167,131503167.0,4.82
ignition-fbtc,fbtc,Function FBTC,131265274,1286871267.0,666567.0
resolv-rlp,rlp,Resolv Liquidity Provider Token,130609277,130609277.0,1340296.0
bitkub-coin,kub,KUB Coin,127992350,158459860.0,590890.0
apollo-diversified-credit-securitize-fund,acred,Apollo Diversified Credit Securitize Fund,127942458,127942458.0,0.0
hyperbeat-usdt,hbusdt,Hyperbeat USDT,127600454,127600454.0,541780.0
minidoge-5,minidoge,Minidoge,127251446,181787780.0,3209487.0
frax-share,frax,Frax (prev. FXS),127112363,139733641.0,11098201.0
oasis-network,rose,Oasis,127104972,171433907.0,6728676.0
subsquid,sqd,SQD,127064255,198353154.0,14611915.0
wrapped-aave-ethereum-usdc,waethusdc,Wrapped Aave Ethereum USDC,126965831,126965831.0,20184181.0
metaplex,mplx,Metaplex,126955048,216446876.0,8396040.0
mantra-dao,om,MANTRA,126190092,197476275.0,31989906.0
yu,yu,Yala Stablecoin,125534644,125534644.0,89140.0
zetachain,zeta,ZetaChain,124119590,243123457.0,14671491.0
quantum-resistant-ledger,qrl,Quantum Resistant Ledger,122716169,122716169.0,175178.0
gusd,gusd,GUSD,122614325,150152248.0,10392916.0
moonwell-flagship-eth-morpho-vault,mweth,Moonwell Flagship ETH (Morpho Vault),122194826,122194826.0,3.94
theo-short-duration-us-treasury-fund,thbill,Theo Short Duration US Treasury Fund,122141588,122141588.0,1502339.0
world-mobile-token,wmtx,World Mobile Token,120150756,309735095.0,11271453.0
verus-coin,vrsc,Verus,120091855,120092137.0,10771.49
stargate-bridged-usdc,usdc.e,Stargate Bridged USDC,119936598,119936598.0,22151661.0
cow-protocol,cow,CoW Protocol,119875244,227705842.0,12294876.0
wrapped-savings-rusd,wsrusd,Wrapped Savings rUSD,119098528,119098528.0,200392.0
ozone-chain,ozo,Ozone Chain,119000739,132759826.0,230819.0
avant-usd,avusd,Avant USD,118635065,118635065.0,330678.0
renzo-restaked-lst,pzeth,Renzo Restaked LST,118187939,118187939.0,1296.6
giggle-fund,giggle,Giggle Fund,118181760,118181760.0,26106485.0
rollbit-coin,rlb,Rollbit Coin,117322628,117322628.0,297564.0
payfi-strategy-token-usdc,pstusdc,PayFi Strategy Token USDC,116373075,116373075.0,125175.0
centrifuge-2,cfg,Centrifuge,115864095,139032480.0,2920070.0
vethor-token,vtho,VeThor,115812156,115832268.0,1758475.0
unit-pump,upump,Unit Pump,115759349,3628611031.0,3851579.0
holotoken,hot,Holo,115320708,115320708.0,7513561.0
gaib-ai-dollar-alpha-usdc,aidausdc,Gaib AI Dollar Alpha USDC,115307131,115307131.0,448648.0
gems-vip,gems,Gems VIP,115093288,157545188.0,3069867.0
aelf,elf,aelf,114810293,143449242.0,5761081.0
dola-usd,dola,DOLA,114519298,193453929.0,2121695.0
anzen-usdz,usdz,Anzen USDz,114515224,114515224.0,80457.0
siacoin,sc,Siacoin,113260146,124875096.0,5518528.0
skale,skl,SKALE,112288128,113147486.0,8906717.0
unibase,ub,Unibase,111672825,446691299.0,54757331.0
avant-staked-usd,savusd,Avant Staked USD,110577955,110577955.0,163959.0
sbtc-2,sbtc,sBTC,110265072,110265072.0,50899.0
syndicate-3,synd,Syndicate,110073647,229942859.0,7226766.0
casper-network,cspr,Casper Network,109951062,113835290.0,1451872.0
digibyte,dgb,DigiByte,109780335,109784519.0,6844633.0
moo-deng,moodeng,Moo Deng,109278184,109278184.0,23424622.0
peaq-2,peaq,peaq,107767169,336471072.0,6130391.0
ordinals,ordi,ORDI,107349575,107349575.0,34900998.0
wrapped-aave-ethereum-usdt,waethusdt,Wrapped Aave Ethereum USDT,106497672,106497672.0,28221844.0
iotex,iotx,IoTeX,106049202,106049202.0,11188463.0
river,river,River,105990918,540769989.0,47656006.0
kelp-gain,ageth,Kelp Gain,105774972,105774972.0,67.01
gmx,gmx,GMX,105426350,105426350.0,8957542.0
illuvium,ilv,Illuvium,105174845,106449353.0,9122360.0
ethereum-pow-iou,ethw,EthereumPoW,104607794,104607794.0,11698626.0
lcx,lcx,LCX,104145949,105143202.0,530193.0
onyc,onyc,Onchain Yield Coin,103996610,103996610.0,640925.0
edu-coin,edu,Open Campus,103908083,175166746.0,22878027.0
fx-usd-saving,fxsave,f(x) USD Saving,103901489,103901489.0,534966.0
entangle,ntgl,Entangle,103745321,144554344.0,1211.32
polymesh,polyx,Polymesh,103234995,103234995.0,3771011.0
numeraire,nmr,Numeraire,103208655,137399451.0,10053774.0
ankr,ankr,Ankr Network,102835003,102835003.0,9406622.0
non-playable-coin,npc,Non-Playable Coin,102708498,102708498.0,10668373.0
sushi,sushi,Sushi,102219134,151710188.0,34160356.0
debridge,dbr,deBridge,101757915,289548620.0,14627253.0
chia,xch,Chia,101725686,229538555.0,8984415.0
f-x-protocol-fxusd,fxusd,f(x) Protocol fxUSD,101583786,101583786.0,3678843.0
savings-xdai,sdai,Savings xDAI,101092639,101092639.0,10876934.0
tradable-singapore-fintech-ssl-2,pc0000023,Tradable Singapore Fintech SSL,100846154,100846154.0,0.0
helder,hldr,Helder,100556372,100556372.0,124.94
ring-usd,usdr,Ring USD,100476619,100476619.0,4.4
uma,uma,UMA,100160302,143696774.0,17912318.0
qusdt,qusdt,QL1 Bridged USDT (QL1),100032555,100032555.0,3099.8
vicicoin,vcnt,ViciCoin,99006174,173809084.0,218468.0
xyo-network,xyo,XYO Network,98957908,98957908.0,18896318.0
anoma,xan,Anoma,98380366,393521466.0,45567038.0
paparazzi-token,paparazzi,Paparazzi Token,98217381,299646247.0,752525.0
marsmi,marsmi,MarsMi,97855571,97855571.0,160794.0
swop-2,swop,Swop,97389986,97389986.0,47.48
redstone-oracles,red,RedStone,97216444,347201586.0,9146337.0
4-2,4,4,96711546,96711546.0,43652710.0
icon,icx,ICON,96314120,97666968.0,2808632.0
chutes,sn64,Chutes,95558858,95558858.0,1086235.0
wrapped-centrifuge,wcfg,Wrapped Centrifuge,95466043,95466043.0,139542.0
vaultbridge-bridged-eth-katana,vbeth,VaultBridge Bridged ETH (Katana),94943940,94943940.0,20388080.0
harmony,one,Harmony,94831991,94840415.0,5653006.0
memecoin-2,meme,Memecoin,94808434,113933022.0,26641024.0
verge,xvg,Verge,94756652,94946193.0,12584874.0
