Coin ID,Symbol,Name,Market Cap (USD),FDV (USD),24H Volume (USD)
project-galaxy,gal,Galxe,133449881,208924586.0,309283.0
mag7-ssi,mag7.ssi,MAG7.ssi,132463126,132463126.0,2290274.0
world-mobile-token,wmtx,World Mobile Token,130652917,377513209.0,14780168.0
global-dollar,usdg,Global Dollar,130266291,130266291.0,2716652.0
cronos-bridged-usdc-cronos,usdc,Cronos Bridged USDC (Cronos),129621225,129621225.0,2414764.0
ontology,ont,Ontology,129448744,141830884.0,8641413.0
loopring,lrc,Loopring,129428279,142712108.0,17334410.0
amnis-aptos,amapt,Amnis Aptos,129146149,129173508.0,426888.0
kinesis-silver,kag,Kinesis Silver,126804554,126804554.0,500075.0
frax-share,fxs,Frax Share,126759001,143053274.0,15125473.0
swipe,sxp,Solar,123131855,123150097.0,7567010.0
global-commercial-business,gcb,Global Commercial Business,123082938,123082938.0,172598.0
polyhedra-network,zkj,Polyhedra Network,122809069,2033818761.0,6996401.0
gigachad-2,giga,Gigachad,122204849,122204849.0,26822639.0
syrup,syrup,Maple Finance,122097597,195916230.0,12695428.0
eutbl,eutbl,Spiko EU T-Bills Money Market Fund,120481696,120481696.0,0.0
nxm,nxm,Nexus Mutual,120459274,120459274.0,0.0
io,io,io.net,120079378,651487860.0,32540867.0
band-protocol,band,Band Protocol,118506299,120209741.0,12040860.0
sushi,sushi,Sushi,118063034,171890934.0,37271192.0
reserve-protocol-eth-plus,eth+,ETHPlus,117747522,117747522.0,343242.0
cow-protocol,cow,CoW Protocol,116859338,281965395.0,34020039.0
alchemy-pay,ach,Alchemy Pay,116464384,235581841.0,35616917.0
polygon-pos-bridged-dai-polygon-pos,dai,Polygon PoS Bridged DAI (Polygon POS),116250782,116250782.0,12196225.0
nkyc-token,nkyc,NKYC Token,115755820,115755820.0,118063.0
coti,coti,COTI,115731279,129142104.0,15278354.0
stp-network,stpt,STP,115643128,115643128.0,18604217.0
the-grays-currency,ptgc,The Grays Currency,115471808,115471808.0,336769.0
m2-global-wealth-limited-mmx,mmx,MMX,114795269,368289362.0,86327.0
usual,usual,Usual,113143698,124147804.0,19399835.0
hive,hive,Hive,112813447,,6365615.0
usd-coin-ethereum-bridged,usdc.e,Arbitrum Bridged USDC (Arbitrum),111943665,111943665.0,33682372.0
rocket-pool,rpl,Rocket Pool,111928759,111928759.0,9406101.0
anzen-usdz,usdz,Anzen USDz,111544046,111544046.0,188233.0
qubic-network,qubic,Qubic,110993348,132748704.0,3991631.0
prometeus,prom,Prom,110816231,116888353.0,3417727.0
zignaly,zig,ZIGChain,110708801,153493900.0,4085788.0
bonfida,fida,Solana Name Service,110299195,111310813.0,14805673.0
swftcoin,swftc,SWFTCOIN,109514093,109514093.0,3683766.0
biconomy,bico,Biconomy,108998568,116506472.0,11221822.0
proton,xpr,XPR Network,107957229,119664844.0,4312758.0
neiro-3,neiro,Neiro,107769853,107769853.0,90685173.0
